Brand,Category,Color,Size,Material,Price,Bought_Date,Original_Price,Usage_Level
New Balance,T-shirt,White,L,Polyester,133,2021-02-09 06:24:21.031382,173.34,0
Under Armour,T-shirt,Green,M,Polyester,70,2025-05-26 06:24:21.031382,102.91,4
Puma,Shoes,Yellow,M,Denim,103,2023-01-11 06:24:21.031382,121.55,0
Reebok,Shoes,Red,XL,Denim,179,2020-08-25 06:24:21.031382,204.64,4
Puma,Dress,Green,S,Nylon,50,2025-01-22 06:24:21.031382,56.09,0
New Balance,Dress,Yellow,S,Wool,198,2022-06-15 06:24:21.031382,276.63,3
Puma,Shoes,Blue,L,Silk,189,2023-07-07 06:24:21.031382,256.87,2
Under Armour,T-shirt,Yellow,XS,Silk,50,2023-06-01 06:24:21.031382,71.71,1
Nike,Sweater,Yellow,S,Wool,69,2023-07-24 06:24:21.031382,77.38,2
Adidas,T-shirt,Yellow,S,Cotton,39,2023-12-19 06:24:21.031382,52.83,0
Puma,Jacket,Yellow,XXL,Nylon,104,2020-10-25 06:24:21.031382,137.87,4
Reebok,Dress,Black,XS,Nylon,175,2022-06-24 06:24:21.031382,257.0,0
Under Armour,Sweater,Red,L,Polyester,136,2020-07-27 06:24:21.031382,198.29,3
Under Armour,Jeans,Green,S,Wool,26,2024-03-29 06:24:21.031382,30.57,4
New Balance,T-shirt,Red,XL,Polyester,109,2024-05-09 06:24:21.031382,153.58,0
Reebok,Dress,Yellow,XS,Silk,177,2025-04-12 06:24:21.031382,250.73,1
Puma,T-shirt,Blue,S,Silk,167,2024-12-07 06:24:21.031382,199.33,0
Puma,Jeans,Green,L,Wool,75,2022-05-28 06:24:21.031382,91.27,3
Puma,T-shirt,White,M,Silk,33,2025-05-28 06:24:21.031382,48.62,1
Reebok,Sweater,Red,XL,Denim,138,2024-10-25 06:24:21.031382,184.63,0
Puma,Jeans,White,XXL,Nylon,97,2023-02-12 06:24:21.031382,136.63,3
Reebok,Jacket,Blue,XL,Polyester,47,2024-01-18 06:24:21.031382,55.65,3
Under Armour,Jacket,Yellow,XL,Nylon,121,2025-05-24 06:24:21.031382,150.58,4
Reebok,Dress,Blue,XL,Wool,164,2022-11-15 06:24:21.031382,213.7,5
Adidas,Jacket,Red,M,Wool,99,2025-03-15 06:24:21.031382,113.15,3
Nike,T-shirt,Green,M,Silk,144,2025-06-03 06:24:21.031382,181.94,0
Nike,Sweater,Red,M,Cotton,111,2022-10-04 06:24:21.031382,138.51,1
Adidas,Jacket,Blue,M,Denim,51,2024-05-13 06:24:21.031382,69.51,4
Reebok,Dress,Blue,L,Cotton,155,2023-08-30 06:24:21.031382,208.83,1
New Balance,T-shirt,Red,S,Wool,122,2025-06-20 06:24:21.031382,152.48,5
Nike,Dress,White,M,Nylon,53,2023-04-08 06:24:21.031382,70.38,2
Adidas,Dress,White,M,Denim,120,2021-03-08 06:24:21.031382,155.8,2
New Balance,Sweater,Red,L,Polyester,128,2021-11-17 06:24:21.031382,152.65,3
Puma,Shoes,Red,XS,Cotton,157,2020-10-07 06:24:21.031382,192.13,5
Adidas,Sweater,Blue,L,Cotton,32,2023-11-17 06:24:21.031382,35.74,1
Nike,Dress,Black,XS,Nylon,119,2021-01-06 06:24:21.031382,145.86,4
Reebok,Dress,Red,XL,Wool,149,2025-05-12 06:24:21.031382,191.04,4
Reebok,Jacket,Yellow,L,Silk,21,2024-10-28 06:24:21.031382,24.37,4
Reebok,Jacket,Blue,XL,Denim,171,2022-12-30 06:24:21.031382,212.73,3
Nike,Jeans,Black,XS,Nylon,145,2021-03-26 06:24:21.031382,208.4,2
Puma,Shoes,Green,L,Wool,129,2020-09-24 06:24:21.031382,186.24,1
Reebok,Sweater,Black,XS,Denim,36,2024-09-06 06:24:21.031382,40.3,5
New Balance,Shoes,Green,XS,Denim,58,2023-11-05 06:24:21.031382,72.46,5
Under Armour,Jacket,Black,XL,Polyester,192,2024-06-11 06:24:21.031382,227.32,1
Puma,Dress,Blue,XS,Wool,106,2024-08-20 06:24:21.031382,147.19,2
New Balance,Jacket,Yellow,S,Silk,110,2022-05-12 06:24:21.031382,131.86,1
Adidas,Jeans,Blue,M,Wool,92,2025-05-19 06:24:21.031382,108.17,1
Under Armour,Jacket,Black,L,Wool,97,2025-05-05 06:24:21.031382,144.37,2
Puma,Dress,Black,XL,Nylon,159,2022-08-18 06:24:21.031382,236.14,1
Nike,Jacket,Green,M,Silk,12,2022-03-10 06:24:21.031382,13.27,0
Under Armour,Jacket,Red,XL,Silk,18,2022-07-06 06:24:21.031382,24.34,0
Puma,Sweater,Blue,S,Cotton,20,2021-08-19 06:24:21.031382,29.51,3
Puma,Sweater,Green,XXL,Cotton,15,2025-06-21 06:24:21.031382,18.35,4
New Balance,Jeans,Black,M,Polyester,48,2024-02-15 06:24:21.031382,64.37,2
Puma,Jeans,Black,L,Polyester,176,2021-09-08 06:24:21.031382,232.11,5
Puma,Jacket,Red,XXL,Silk,110,2024-05-07 06:24:21.031382,142.86,2
Reebok,Sweater,Blue,XS,Denim,127,2021-10-19 06:24:21.031382,154.27,2
Under Armour,Sweater,Black,XXL,Denim,69,2024-12-05 06:24:21.031382,96.08,1
New Balance,Jacket,Yellow,XS,Wool,174,2021-12-15 06:24:21.031382,254.63,0
